Date,Adj Close,Close,High,Low,Open,Volume
2006-08-02,90.51049041748047,128.0800018310547,128.4600067138672,127.55000305175781,127.58000183105469,64770900
2006-08-03,90.75071716308594,128.4199981689453,128.5500030517578,127.1500015258789,127.33999633789062,63693800
2006-08-04,90.59528350830078,128.1999969482422,129.42999267578125,127.4800033569336,129.0800018310547,96294200
2006-08-07,90.38328552246094,127.9000015258789,128.0800018310547,127.4000015258789,127.9000015258789,45377300
2006-08-08,90.03704071044922,127.41000366210938,128.4600067138672,126.94999694824219,128.08999633789062,90901300
2006-08-09,89.733154296875,126.9800033569336,128.60000610351562,126.61000061035156,128.17999267578125,78910600
2006-08-10,90.00873565673828,127.37000274658203,127.5,126.27999877929688,126.58000183105469,69322300
2006-08-11,89.75436401367188,127.01000213623047,127.19999694824219,126.38999938964844,127.16999816894531,47482200
2006-08-14,89.82502746582031,127.11000061035156,128.16000366210938,126.91999816894531,127.62999725341797,57839000
2006-08-15,90.89913940429688,128.6300048828125,128.8699951171875,127.9000015258789,128.25,68143000
2006-08-16,91.65528106689453,129.6999969482422,129.88999938964844,129.0399932861328,129.32000732421875,71737600
2006-08-17,91.88848876953125,130.02999877929688,130.3699951171875,129.49000549316406,129.5800018310547,70992800
2006-08-18,92.35490417480469,130.69000244140625,130.69000244140625,129.58999633789062,130.19000244140625,58288400
2006-08-21,91.95916748046875,130.1300048828125,130.27999877929688,129.8000030517578,130.17999267578125,42133600
2006-08-22,91.95204162597656,130.1199951171875,130.52000427246094,129.67999267578125,129.99000549316406,60839900
2006-08-23,91.69770812988281,129.75999450683594,130.44000244140625,129.19000244140625,130.17999267578125,66592100
2006-08-24,91.61991882324219,129.64999389648438,130.10000610351562,129.39999389648438,129.99000549316406,57983000
2006-08-25,91.73299407958984,129.80999755859375,130.25,129.5500030517578,129.63999938964844,41756000
2006-08-28,92.17115783691406,130.42999267578125,130.82000732421875,129.63999938964844,129.64999389648438,52681500
2006-08-29,92.27715301513672,130.5800018310547,130.8300018310547,129.80999755859375,130.49000549316406,61817800
2006-08-30,92.33370208740234,130.66000366210938,131.0399932861328,130.5500030517578,130.8699951171875,50052200
2006-08-31,92.3195571899414,130.63999938964844,130.99000549316406,130.5800018310547,130.85000610351562,37510300
2006-09-01,92.87076568603516,131.4199981689453,131.5800018310547,130.83999633789062,131.13999938964844,48794500
2006-09-05,93.04741668701172,131.6699981689453,131.85000610351562,131.1999969482422,131.50999450683594,52348300
2006-09-06,92.2276840209961,130.50999450683594,131.16000366210938,130.3300018310547,131.11000061035156,53795600
2006-09-07,91.8036880493164,129.91000366210938,130.57000732421875,129.35000610351562,130.05999755859375,86269400
2006-09-08,92.06513977050781,130.27999877929688,130.4600067138672,129.8300018310547,130.0800018310547,45096300
2006-09-11,92.15705871582031,130.41000366210938,130.69000244140625,129.47999572753906,129.86000061035156,68496600
